Published_Date,Currency_iso3,Currency_Name,Unit,Buy_Rate,Sell_Rate
2026-01-18 00:00:56,SEK,Swedish Kroner,1,15.74,15.81
2026-01-18 00:00:56,DKK,Danish Kroner,1,22.56,22.66
2026-01-18 00:00:56,HKD,Hong Kong Dollar,1,18.60,18.68
2026-01-18 00:00:56,KWD,Kuwaity Dinar,1,474.46,476.42
2026-01-18 00:00:56,BHD,Bahrain Dinar,1,384.85,386.44
2026-01-18 00:00:56,OMR,Omani Rial,1,376.87,378.43
2026-01-19 00:00:58,INR,Indian Rupee,100,160.00,160.15
2026-01-19 00:00:58,USD,U.S. Dollar,1,145.09,145.69
2026-01-19 00:00:58,EUR,European Euro,1,168.29,168.99
2026-01-19 00:00:58,GBP,UK Pound Sterling,1,194.17,194.97
2026-01-19 00:00:58,CHF,Swiss Franc,1,180.70,181.44
2026-01-19 00:00:58,AUD,Australian Dollar,1,96.96,97.36
2026-01-19 00:00:58,CAD,Canadian Dollar,1,104.27,104.70
2026-01-19 00:00:58,SGD,Singapore Dollar,1,112.56,113.03
2026-01-19 00:00:58,JPY,Japanese Yen,10,9.18,9.21
2026-01-19 00:00:58,CNY,Chinese Yuan,1,20.82,20.91
2026-01-19 00:00:58,SAR,Saudi Arabian Riyal,1,38.69,38.85
2026-01-19 00:00:58,QAR,Qatari Riyal,1,39.81,39.97
2026-01-19 00:00:58,THB,Thai Baht,1,4.61,4.63
2026-01-19 00:00:58,AED,UAE Dirham,1,39.50,39.67
2026-01-19 00:00:58,MYR,Malaysian Ringgit,1,35.76,35.91
2026-01-19 00:00:58,KRW,South Korean Won,100,9.85,9.89
2026-01-19 00:00:58,SEK,Swedish Kroner,1,15.73,15.80
2026-01-19 00:00:58,DKK,Danish Kroner,1,22.52,22.62
2026-01-19 00:00:58,HKD,Hong Kong Dollar,1,18.61,18.69
2026-01-19 00:00:58,KWD,Kuwaity Dinar,1,474.46,476.42
2026-01-19 00:00:58,BHD,Bahrain Dinar,1,384.85,386.45
2026-01-19 00:00:58,OMR,Omani Rial,1,376.84,378.40
2026-01-20 00:00:54,INR,Indian Rupee,100,160.00,160.15
2026-01-20 00:00:54,USD,U.S. Dollar,1,145.16,145.76
2026-01-20 00:00:54,EUR,European Euro,1,168.70,169.40
2026-01-20 00:00:54,GBP,UK Pound Sterling,1,194.57,195.37
2026-01-20 00:00:54,CHF,Swiss Franc,1,181.67,182.42
2026-01-20 00:00:54,AUD,Australian Dollar,1,97.27,97.67
2026-01-20 00:00:54,CAD,Canadian Dollar,1,104.49,104.92
2026-01-20 00:00:54,SGD,Singapore Dollar,1,112.94,113.41
2026-01-20 00:00:54,JPY,Japanese Yen,10,9.19,9.22
2026-01-20 00:00:54,CNY,Chinese Yuan,1,20.85,20.93
2026-01-20 00:00:54,SAR,Saudi Arabian Riyal,1,38.71,38.87
2026-01-20 00:00:54,QAR,Qatari Riyal,1,39.83,39.99
2026-01-20 00:00:54,THB,Thai Baht,1,4.64,4.66
2026-01-20 00:00:54,AED,UAE Dirham,1,39.52,39.69
2026-01-20 00:00:54,MYR,Malaysian Ringgit,1,35.80,35.95
2026-01-20 00:00:54,KRW,South Korean Won,100,9.85,9.89
2026-01-20 00:00:54,SEK,Swedish Kroner,1,15.72,15.79
2026-01-20 00:00:54,DKK,Danish Kroner,1,22.58,22.67
2026-01-20 00:00:54,HKD,Hong Kong Dollar,1,18.62,18.69
2026-01-20 00:00:54,KWD,Kuwaity Dinar,1,474.69,476.65
2026-01-20 00:00:54,BHD,Bahrain Dinar,1,385.03,386.63
2026-01-20 00:00:54,OMR,Omani Rial,1,377.05,378.61
2026-01-21 00:00:02,INR,Indian Rupee,100,160.00,160.15
2026-01-21 00:00:02,USD,U.S. Dollar,1,145.27,145.87
2026-01-21 00:00:02,EUR,European Euro,1,170.36,171.06
2026-01-21 00:00:02,GBP,UK Pound Sterling,1,195.56,196.36
2026-01-21 00:00:02,CHF,Swiss Franc,1,183.90,184.66
2026-01-21 00:00:02,AUD,Australian Dollar,1,97.78,98.19
2026-01-21 00:00:02,CAD,Canadian Dollar,1,105.09,105.53
2026-01-21 00:00:02,SGD,Singapore Dollar,1,113.27,113.73
2026-01-21 00:00:02,JPY,Japanese Yen,10,9.20,9.24
2026-01-21 00:00:02,CNY,Chinese Yuan,1,20.87,20.96
2026-01-21 00:00:02,SAR,Saudi Arabian Riyal,1,38.74,38.90
2026-01-21 00:00:02,QAR,Qatari Riyal,1,39.86,40.02
2026-01-21 00:00:02,THB,Thai Baht,1,4.68,4.70
2026-01-21 00:00:02,AED,UAE Dirham,1,39.55,39.71
2026-01-21 00:00:02,MYR,Malaysian Ringgit,1,35.83,35.98
2026-01-21 00:00:02,KRW,South Korean Won,100,9.84,9.88
2026-01-21 00:00:02,SEK,Swedish Kroner,1,15.91,15.98
2026-01-21 00:00:02,DKK,Danish Kroner,1,22.80,22.90
2026-01-21 00:00:02,HKD,Hong Kong Dollar,1,18.63,18.71
2026-01-21 00:00:02,KWD,Kuwaity Dinar,1,475.20,477.17
2026-01-21 00:00:02,BHD,Bahrain Dinar,1,385.31,386.90
2026-01-21 00:00:02,OMR,Omani Rial,1,377.35,378.91
2026-01-22 00:00:57,INR,Indian Rupee,100,160.00,160.15
2026-01-22 00:00:57,USD,U.S. Dollar,1,146.42,147.02
2026-01-22 00:00:57,EUR,European Euro,1,171.51,172.21
2026-01-22 00:00:57,GBP,UK Pound Sterling,1,196.40,197.21
2026-01-22 00:00:57,CHF,Swiss Franc,1,184.94,185.70
2026-01-22 00:00:57,AUD,Australian Dollar,1,98.85,99.25
2026-01-22 00:00:57,CAD,Canadian Dollar,1,105.91,106.34
2026-01-22 00:00:57,SGD,Singapore Dollar,1,114.11,114.58
2026-01-22 00:00:57,JPY,Japanese Yen,10,9.27,9.31
2026-01-22 00:00:57,CNY,Chinese Yuan,1,21.03,21.11
2026-01-22 00:00:57,SAR,Saudi Arabian Riyal,1,39.05,39.21
2026-01-22 00:00:57,QAR,Qatari Riyal,1,40.06,40.22
2026-01-22 00:00:57,THB,Thai Baht,1,4.71,4.73
2026-01-22 00:00:57,AED,UAE Dirham,1,39.86,40.03
2026-01-22 00:00:57,MYR,Malaysian Ringgit,1,36.18,36.33
2026-01-22 00:00:57,KRW,South Korean Won,100,9.99,10.03
2026-01-22 00:00:57,SEK,Swedish Kroner,1,16.07,16.13
2026-01-22 00:00:57,DKK,Danish Kroner,1,22.96,23.05
2026-01-22 00:00:57,HKD,Hong Kong Dollar,1,18.78,18.85
2026-01-22 00:00:57,KWD,Kuwaity Dinar,1,479.20,481.17
2026-01-22 00:00:57,BHD,Bahrain Dinar,1,388.36,389.95
2026-01-22 00:00:57,OMR,Omani Rial,1,380.34,381.89
2026-01-23 00:00:09,INR,Indian Rupee,100,160.00,160.15
2026-01-23 00:00:09,USD,U.S. Dollar,1,146.32,146.92
2026-01-23 00:00:09,EUR,European Euro,1,171.17,171.87
2026-01-23 00:00:09,GBP,UK Pound Sterling,1,196.32,197.12
2026-01-23 00:00:09,CHF,Swiss Franc,1,184.46,185.21
2026-01-23 00:00:09,AUD,Australian Dollar,1,99.53,99.94
2026-01-23 00:00:09,CAD,Canadian Dollar,1,105.84,106.28
2026-01-23 00:00:09,SGD,Singapore Dollar,1,113.98,114.45
2026-01-23 00:00:09,JPY,Japanese Yen,10,9.22,9.26
2026-01-23 00:00:09,CNY,Chinese Yuan,1,20.98,21.06
2026-01-23 00:00:09,SAR,Saudi Arabian Riyal,1,39.02,39.18
2026-01-23 00:00:09,QAR,Qatari Riyal,1,40.15,40.31
2026-01-23 00:00:09,THB,Thai Baht,1,4.67,4.69
2026-01-23 00:00:09,AED,UAE Dirham,1,39.84,40.00
2026-01-23 00:00:09,MYR,Malaysian Ringgit,1,36.22,36.37
2026-01-23 00:00:09,KRW,South Korean Won,100,9.97,10.01
2026-01-23 00:00:09,SEK,Swedish Kroner,1,16.15,16.22
2026-01-23 00:00:09,DKK,Danish Kroner,1,22.92,23.01
2026-01-23 00:00:09,HKD,Hong Kong Dollar,1,18.76,18.84
2026-01-23 00:00:09,KWD,Kuwaity Dinar,1,478.72,480.68
2026-01-23 00:00:09,BHD,Bahrain Dinar,1,388.09,389.68
2026-01-23 00:00:09,OMR,Omani Rial,1,380.08,381.64
2026-01-24 00:00:39,INR,Indian Rupee,100,160.00,160.15
2026-01-24 00:00:39,USD,U.S. Dollar,1,146.81,147.41
2026-01-24 00:00:39,EUR,European Euro,1,172.31,173.02
2026-01-24 00:00:39,GBP,UK Pound Sterling,1,198.58,199.39
2026-01-24 00:00:39,CHF,Swiss Franc,1,185.61,186.37
2026-01-24 00:00:39,AUD,Australian Dollar,1,100.55,100.96
2026-01-24 00:00:39,CAD,Canadian Dollar,1,106.50,106.94
2026-01-24 00:00:39,SGD,Singapore Dollar,1,114.75,115.22
2026-01-24 00:00:39,JPY,Japanese Yen,10,9.27,9.31
2026-01-24 00:00:39,CNY,Chinese Yuan,1,21.08,21.17
2026-01-24 00:00:39,SAR,Saudi Arabian Riyal,1,39.15,39.31
2026-01-24 00:00:39,QAR,Qatari Riyal,1,40.28,40.45
2026-01-24 00:00:39,THB,Thai Baht,1,4.71,4.72
2026-01-24 00:00:39,AED,UAE Dirham,1,39.97,40.13
2026-01-24 00:00:39,MYR,Malaysian Ringgit,1,36.65,36.80
2026-01-24 00:00:39,KRW,South Korean Won,100,10.00,10.04
2026-01-24 00:00:39,SEK,Swedish Kroner,1,16.27,16.34
2026-01-24 00:00:39,DKK,Danish Kroner,1,23.07,23.16
2026-01-24 00:00:39,HKD,Hong Kong Dollar,1,18.83,18.90
2026-01-24 00:00:39,KWD,Kuwaity Dinar,1,480.32,482.28
2026-01-24 00:00:39,BHD,Bahrain Dinar,1,389.39,390.98
2026-01-24 00:00:39,OMR,Omani Rial,1,381.35,382.91
2026-01-25 00:00:15,INR,Indian Rupee,100,160.00,160.15
2026-01-25 00:00:15,USD,U.S. Dollar,1,146.81,147.41
2026-01-25 00:00:15,EUR,European Euro,1,172.31,173.02
2026-01-25 00:00:15,GBP,UK Pound Sterling,1,198.58,199.39
2026-01-25 00:00:15,CHF,Swiss Franc,1,185.61,186.37
2026-01-25 00:00:15,AUD,Australian Dollar,1,100.55,100.96
2026-01-25 00:00:15,CAD,Canadian Dollar,1,106.50,106.94
2026-01-25 00:00:15,SGD,Singapore Dollar,1,114.75,115.22
2026-01-25 00:00:15,JPY,Japanese Yen,10,9.27,9.31
2026-01-25 00:00:15,CNY,Chinese Yuan,1,21.08,21.17
2026-01-25 00:00:15,SAR,Saudi Arabian Riyal,1,39.15,39.31
2026-01-25 00:00:15,QAR,Qatari Riyal,1,40.28,40.45
2026-01-25 00:00:15,THB,Thai Baht,1,4.71,4.72
2026-01-25 00:00:15,AED,UAE Dirham,1,39.97,40.13
2026-01-25 00:00:15,MYR,Malaysian Ringgit,1,36.65,36.80
2026-01-25 00:00:15,KRW,South Korean Won,100,10.00,10.04
2026-01-25 00:00:15,SEK,Swedish Kroner,1,16.27,16.34
2026-01-25 00:00:15,DKK,Danish Kroner,1,23.07,23.16
2026-01-25 00:00:15,HKD,Hong Kong Dollar,1,18.83,18.90
2026-01-25 00:00:15,KWD,Kuwaity Dinar,1,480.32,482.28
2026-01-25 00:00:15,BHD,Bahrain Dinar,1,389.39,390.98
2026-01-25 00:00:15,OMR,Omani Rial,1,381.35,382.91
2026-01-26 00:00:24,INR,Indian Rupee,100,160.00,160.15
2026-01-26 00:00:24,USD,U.S. Dollar,1,146.81,147.41
2026-01-26 00:00:24,EUR,European Euro,1,173.65,174.36
2026-01-26 00:00:24,GBP,UK Pound Sterling,1,200.32,201.14
2026-01-26 00:00:24,CHF,Swiss Franc,1,188.15,188.91
2026-01-26 00:00:24,AUD,Australian Dollar,1,101.24,101.65
2026-01-26 00:00:24,CAD,Canadian Dollar,1,107.16,107.59
2026-01-26 00:00:24,SGD,Singapore Dollar,1,115.42,115.89
2026-01-26 00:00:24,JPY,Japanese Yen,10,9.43,9.47
2026-01-26 00:00:24,CNY,Chinese Yuan,1,21.08,21.17
2026-01-26 00:00:24,SAR,Saudi Arabian Riyal,1,39.14,39.30
2026-01-26 00:00:24,QAR,Qatari Riyal,1,40.28,40.45
2026-01-26 00:00:24,THB,Thai Baht,1,4.74,4.76
2026-01-26 00:00:24,AED,UAE Dirham,1,39.97,40.13
2026-01-26 00:00:24,MYR,Malaysian Ringgit,1,36.65,36.80
2026-01-26 00:00:24,KRW,South Korean Won,100,10.15,10.19
2026-01-26 00:00:24,SEK,Swedish Kroner,1,16.40,16.46
2026-01-26 00:00:24,DKK,Danish Kroner,1,23.26,23.35
2026-01-26 00:00:24,HKD,Hong Kong Dollar,1,18.83,18.91
2026-01-26 00:00:24,KWD,Kuwaity Dinar,1,480.95,482.92
2026-01-26 00:00:24,BHD,Bahrain Dinar,1,389.39,390.98
2026-01-26 00:00:24,OMR,Omani Rial,1,381.31,382.87
2026-01-27 00:00:19,INR,Indian Rupee,100,160.00,160.15
2026-01-27 00:00:19,USD,U.S. Dollar,1,146.81,147.41
2026-01-27 00:00:19,EUR,European Euro,1,174.01,174.72
2026-01-27 00:00:19,GBP,UK Pound Sterling,1,200.65,201.47
2026-01-27 00:00:19,CHF,Swiss Franc,1,188.73,189.50
2026-01-27 00:00:19,AUD,Australian Dollar,1,101.54,101.96
2026-01-27 00:00:19,CAD,Canadian Dollar,1,107.29,107.72
2026-01-27 00:00:19,SGD,Singapore Dollar,1,115.65,116.12
2026-01-27 00:00:19,JPY,Japanese Yen,10,9.55,9.59
2026-01-27 00:00:19,CNY,Chinese Yuan,1,21.11,21.20
2026-01-27 00:00:19,SAR,Saudi Arabian Riyal,1,39.15,39.31
2026-01-27 00:00:19,QAR,Qatari Riyal,1,40.28,40.45
2026-01-27 00:00:19,THB,Thai Baht,1,4.72,4.74
2026-01-27 00:00:19,AED,UAE Dirham,1,39.97,40.13
2026-01-27 00:00:19,MYR,Malaysian Ringgit,1,37.02,37.17
2026-01-27 00:00:19,KRW,South Korean Won,100,10.17,10.22
2026-01-27 00:00:19,SEK,Swedish Kroner,1,16.40,16.46
2026-01-27 00:00:19,DKK,Danish Kroner,1,23.30,23.39
2026-01-27 00:00:19,HKD,Hong Kong Dollar,1,18.83,18.90
2026-01-27 00:00:19,KWD,Kuwaity Dinar,1,481.27,483.23
2026-01-27 00:00:19,BHD,Bahrain Dinar,1,389.39,390.98
2026-01-27 00:00:19,OMR,Omani Rial,1,381.35,382.91
2026-01-28 00:00:53,INR,Indian Rupee,100,160.00,160.15
2026-01-28 00:00:53,USD,U.S. Dollar,1,146.46,147.06
2026-01-28 00:00:53,EUR,European Euro,1,174.13,174.85
2026-01-28 00:00:53,GBP,UK Pound Sterling,1,200.76,201.58
2026-01-28 00:00:53,CHF,Swiss Franc,1,188.99,189.77
2026-01-28 00:00:53,AUD,Australian Dollar,1,101.50,101.92
2026-01-28 00:00:53,CAD,Canadian Dollar,1,106.83,107.27
2026-01-28 00:00:53,SGD,Singapore Dollar,1,115.65,116.12
2026-01-28 00:00:53,JPY,Japanese Yen,10,9.54,9.58
2026-01-28 00:00:53,CNY,Chinese Yuan,1,21.06,21.14
2026-01-28 00:00:53,SAR,Saudi Arabian Riyal,1,39.06,39.22
2026-01-28 00:00:53,QAR,Qatari Riyal,1,40.19,40.35
2026-01-28 00:00:53,THB,Thai Baht,1,4.72,4.74
2026-01-28 00:00:53,AED,UAE Dirham,1,39.88,40.04
2026-01-28 00:00:53,MYR,Malaysian Ringgit,1,37.06,37.21
2026-01-28 00:00:53,KRW,South Korean Won,100,10.15,10.19
2026-01-28 00:00:53,SEK,Swedish Kroner,1,16.42,16.49
2026-01-28 00:00:53,DKK,Danish Kroner,1,23.32,23.41
2026-01-28 00:00:53,HKD,Hong Kong Dollar,1,18.77,18.85
2026-01-28 00:00:53,KWD,Kuwaity Dinar,1,480.12,482.08
2026-01-28 00:00:53,BHD,Bahrain Dinar,1,388.46,390.05
2026-01-28 00:00:53,OMR,Omani Rial,1,380.44,382.00
2026-01-29 00:00:18,INR,Indian Rupee,100,160.00,160.15
2026-01-29 00:00:18,USD,U.S. Dollar,1,146.56,147.16
2026-01-29 00:00:18,EUR,European Euro,1,175.42,176.14
2026-01-29 00:00:18,GBP,UK Pound Sterling,1,201.89,202.71
2026-01-29 00:00:18,CHF,Swiss Franc,1,190.72,191.50
2026-01-29 00:00:18,AUD,Australian Dollar,1,102.58,103.00
2026-01-29 00:00:18,CAD,Canadian Dollar,1,107.97,108.41
2026-01-29 00:00:18,SGD,Singapore Dollar,1,116.17,116.65
2026-01-29 00:00:18,JPY,Japanese Yen,10,9.60,9.64
2026-01-29 00:00:18,CNY,Chinese Yuan,1,21.10,21.19
2026-01-29 00:00:18,SAR,Saudi Arabian Riyal,1,39.08,39.24
2026-01-29 00:00:18,QAR,Qatari Riyal,1,40.21,40.38
2026-01-29 00:00:18,THB,Thai Baht,1,4.71,4.73
2026-01-29 00:00:18,AED,UAE Dirham,1,39.90,40.07
2026-01-29 00:00:18,MYR,Malaysian Ringgit,1,37.40,37.55
2026-01-29 00:00:18,KRW,South Korean Won,100,10.24,10.29
2026-01-29 00:00:18,SEK,Swedish Kroner,1,16.60,16.66
2026-01-29 00:00:18,DKK,Danish Kroner,1,23.49,23.59
2026-01-29 00:00:18,HKD,Hong Kong Dollar,1,18.78,18.86
2026-01-29 00:00:18,KWD,Kuwaity Dinar,1,480.92,482.89
2026-01-29 00:00:18,BHD,Bahrain Dinar,1,388.75,390.34
2026-01-29 00:00:18,OMR,Omani Rial,1,380.70,382.26
2026-01-30 00:00:30,INR,Indian Rupee,100,160.00,160.15
2026-01-30 00:00:30,USD,U.S. Dollar,1,146.84,147.44
2026-01-30 00:00:30,EUR,European Euro,1,175.45,176.17
2026-01-30 00:00:30,GBP,UK Pound Sterling,1,202.54,203.36
2026-01-30 00:00:30,CHF,Swiss Franc,1,191.06,191.84
2026-01-30 00:00:30,AUD,Australian Dollar,1,103.33,103.75
2026-01-30 00:00:30,CAD,Canadian Dollar,1,108.33,108.77
2026-01-30 00:00:30,SGD,Singapore Dollar,1,116.06,116.53
2026-01-30 00:00:30,JPY,Japanese Yen,10,9.57,9.61
2026-01-30 00:00:30,CNY,Chinese Yuan,1,21.14,21.23
2026-01-30 00:00:30,SAR,Saudi Arabian Riyal,1,39.15,39.31
2026-01-30 00:00:30,QAR,Qatari Riyal,1,40.29,40.46
2026-01-30 00:00:30,THB,Thai Baht,1,4.70,4.72
2026-01-30 00:00:30,AED,UAE Dirham,1,39.98,40.14
2026-01-30 00:00:30,MYR,Malaysian Ringgit,1,37.39,37.54
2026-01-30 00:00:30,KRW,South Korean Won,100,10.22,10.27
2026-01-30 00:00:30,SEK,Swedish Kroner,1,16.61,16.67
2026-01-30 00:00:30,DKK,Danish Kroner,1,23.50,23.59
2026-01-30 00:00:30,HKD,Hong Kong Dollar,1,18.81,18.89
2026-01-30 00:00:30,KWD,Kuwaity Dinar,1,481.84,483.81
2026-01-30 00:00:30,BHD,Bahrain Dinar,1,389.34,390.93
2026-01-30 00:00:30,OMR,Omani Rial,1,381.43,382.99
2026-01-31 00:00:25,INR,Indian Rupee,100,160.00,160.15
2026-01-31 00:00:25,USD,U.S. Dollar,1,146.88,147.48
2026-01-31 00:00:25,EUR,European Euro,1,175.12,175.83
2026-01-31 00:00:25,GBP,UK Pound Sterling,1,201.94,202.76
2026-01-31 00:00:25,CHF,Swiss Franc,1,191.09,191.87
2026-01-31 00:00:25,AUD,Australian Dollar,1,102.79,103.21
2026-01-31 00:00:25,CAD,Canadian Dollar,1,108.51,108.95
2026-01-31 00:00:25,SGD,Singapore Dollar,1,115.84,116.31
2026-01-31 00:00:25,JPY,Japanese Yen,10,9.53,9.57
2026-01-31 00:00:25,CNY,Chinese Yuan,1,21.13,21.21
2026-01-31 00:00:25,SAR,Saudi Arabian Riyal,1,39.16,39.32
2026-01-31 00:00:25,QAR,Qatari Riyal,1,40.30,40.47
2026-01-31 00:00:25,THB,Thai Baht,1,4.68,4.70
2026-01-31 00:00:25,AED,UAE Dirham,1,39.99,40.16
2026-01-31 00:00:25,MYR,Malaysian Ringgit,1,37.26,37.41
2026-01-31 00:00:25,KRW,South Korean Won,100,10.19,10.23
2026-01-31 00:00:25,SEK,Swedish Kroner,1,16.59,16.66
2026-01-31 00:00:25,DKK,Danish Kroner,1,23.45,23.55
2026-01-31 00:00:25,HKD,Hong Kong Dollar,1,18.81,18.89
2026-01-31 00:00:25,KWD,Kuwaity Dinar,1,481.97,483.94
2026-01-31 00:00:25,BHD,Bahrain Dinar,1,389.59,391.18
2026-01-31 00:00:25,OMR,Omani Rial,1,381.53,383.09
2026-02-01 00:00:50,INR,Indian Rupee,100,160.00,160.15
2026-02-01 00:00:50,USD,U.S. Dollar,1,146.88,147.48
2026-02-01 00:00:50,EUR,European Euro,1,175.12,175.83
2026-02-01 00:00:50,GBP,UK Pound Sterling,1,201.94,202.76
2026-02-01 00:00:50,CHF,Swiss Franc,1,191.09,191.87
2026-02-01 00:00:50,AUD,Australian Dollar,1,102.79,103.21
2026-02-01 00:00:50,CAD,Canadian Dollar,1,108.51,108.95
2026-02-01 00:00:50,SGD,Singapore Dollar,1,115.84,116.31
2026-02-01 00:00:50,JPY,Japanese Yen,10,9.53,9.57
2026-02-01 00:00:50,CNY,Chinese Yuan,1,21.13,21.21
2026-02-01 00:00:50,SAR,Saudi Arabian Riyal,1,39.16,39.32
2026-02-01 00:00:50,QAR,Qatari Riyal,1,40.30,40.47
2026-02-01 00:00:50,THB,Thai Baht,1,4.68,4.70
2026-02-01 00:00:50,AED,UAE Dirham,1,39.99,40.16
2026-02-01 00:00:50,MYR,Malaysian Ringgit,1,37.26,37.41
2026-02-01 00:00:50,KRW,South Korean Won,100,10.19,10.23
2026-02-01 00:00:50,SEK,Swedish Kroner,1,16.59,16.66
2026-02-01 00:00:50,DKK,Danish Kroner,1,23.45,23.55
2026-02-01 00:00:50,HKD,Hong Kong Dollar,1,18.81,18.89
2026-02-01 00:00:50,KWD,Kuwaity Dinar,1,481.97,483.94
2026-02-01 00:00:50,BHD,Bahrain Dinar,1,389.59,391.18
2026-02-01 00:00:50,OMR,Omani Rial,1,381.53,383.09
2026-02-02 00:00:14,INR,Indian Rupee,100,160.00,160.15
2026-02-02 00:00:14,USD,U.S. Dollar,1,146.88,147.48
2026-02-02 00:00:14,EUR,European Euro,1,174.05,174.76
2026-02-02 00:00:14,GBP,UK Pound Sterling,1,201.07,201.89
2026-02-02 00:00:14,CHF,Swiss Franc,1,189.96,190.74
2026-02-02 00:00:14,AUD,Australian Dollar,1,102.25,102.67
2026-02-02 00:00:14,CAD,Canadian Dollar,1,107.87,108.31
2026-02-02 00:00:14,SGD,Singapore Dollar,1,115.44,115.91
2026-02-02 00:00:14,JPY,Japanese Yen,10,9.49,9.53
2026-02-02 00:00:14,CNY,Chinese Yuan,1,21.13,21.21
2026-02-02 00:00:14,SAR,Saudi Arabian Riyal,1,39.16,39.32
2026-02-02 00:00:14,QAR,Qatari Riyal,1,40.30,40.47
2026-02-02 00:00:14,THB,Thai Baht,1,4.65,4.67
2026-02-02 00:00:14,AED,UAE Dirham,1,39.99,40.16
2026-02-02 00:00:14,MYR,Malaysian Ringgit,1,37.26,37.41
2026-02-02 00:00:14,KRW,South Korean Won,100,10.12,10.17
2026-02-02 00:00:14,SEK,Swedish Kroner,1,16.46,16.52
2026-02-02 00:00:14,DKK,Danish Kroner,1,23.31,23.40
2026-02-02 00:00:14,HKD,Hong Kong Dollar,1,18.80,18.87
2026-02-02 00:00:14,KWD,Kuwaity Dinar,1,481.10,483.07
2026-02-02 00:00:14,BHD,Bahrain Dinar,1,389.60,391.19
2026-02-02 00:00:14,OMR,Omani Rial,1,382.00,383.56
2026-02-03 00:00:15,INR,Indian Rupee,100,160.00,160.15
2026-02-03 00:00:15,USD,U.S. Dollar,1,146.13,146.73
2026-02-03 00:00:15,EUR,European Euro,1,173.41,174.12
2026-02-03 00:00:15,GBP,UK Pound Sterling,1,200.33,201.15
2026-02-03 00:00:15,CHF,Swiss Franc,1,188.45,189.22
2026-02-03 00:00:15,AUD,Australian Dollar,1,101.73,102.15
2026-02-03 00:00:15,CAD,Canadian Dollar,1,107.22,107.66
2026-02-03 00:00:15,SGD,Singapore Dollar,1,115.03,115.50
2026-02-03 00:00:15,JPY,Japanese Yen,10,9.44,9.48
2026-02-03 00:00:15,CNY,Chinese Yuan,1,21.05,21.13
2026-02-03 00:00:15,SAR,Saudi Arabian Riyal,1,38.96,39.12
2026-02-03 00:00:15,QAR,Qatari Riyal,1,40.10,40.26
2026-02-03 00:00:15,THB,Thai Baht,1,4.63,4.65
2026-02-03 00:00:15,AED,UAE Dirham,1,39.78,39.95
2026-02-03 00:00:15,MYR,Malaysian Ringgit,1,37.07,37.22
2026-02-03 00:00:15,KRW,South Korean Won,100,10.08,10.12
2026-02-03 00:00:15,SEK,Swedish Kroner,1,16.40,16.47
2026-02-03 00:00:15,DKK,Danish Kroner,1,23.22,23.31
2026-02-03 00:00:15,HKD,Hong Kong Dollar,1,18.71,18.79
2026-02-03 00:00:15,KWD,Kuwaity Dinar,1,478.64,480.61
2026-02-03 00:00:15,BHD,Bahrain Dinar,1,387.61,389.20
2026-02-03 00:00:15,OMR,Omani Rial,1,379.58,381.14
2026-02-04 00:00:12,INR,Indian Rupee,100,160.00,160.15
2026-02-04 00:00:12,USD,U.S. Dollar,1,144.13,144.73
2026-02-04 00:00:12,EUR,European Euro,1,169.94,170.65
2026-02-04 00:00:12,GBP,UK Pound Sterling,1,196.85,197.66
2026-02-04 00:00:12,CHF,Swiss Franc,1,185.25,186.02
2026-02-04 00:00:12,AUD,Australian Dollar,1,101.01,101.43
2026-02-04 00:00:12,CAD,Canadian Dollar,1,105.38,105.82
2026-02-04 00:00:12,SGD,Singapore Dollar,1,113.42,113.89
2026-02-04 00:00:12,JPY,Japanese Yen,10,9.24,9.28
2026-02-04 00:00:12,CNY,Chinese Yuan,1,20.77,20.86
2026-02-04 00:00:12,SAR,Saudi Arabian Riyal,1,38.43,38.59
2026-02-04 00:00:12,QAR,Qatari Riyal,1,39.54,39.71
2026-02-04 00:00:12,THB,Thai Baht,1,4.57,4.59
2026-02-04 00:00:12,AED,UAE Dirham,1,39.24,39.41
2026-02-04 00:00:12,MYR,Malaysian Ringgit,1,36.65,36.80
2026-02-04 00:00:12,KRW,South Korean Won,100,9.94,9.98
2026-02-04 00:00:12,SEK,Swedish Kroner,1,16.10,16.16
2026-02-04 00:00:12,DKK,Danish Kroner,1,22.75,22.85
2026-02-04 00:00:12,HKD,Hong Kong Dollar,1,18.45,18.52
2026-02-04 00:00:12,KWD,Kuwaity Dinar,1,471.86,473.83
2026-02-04 00:00:12,BHD,Bahrain Dinar,1,382.31,383.90
2026-02-04 00:00:12,OMR,Omani Rial,1,374.39,375.95
2026-02-05 00:00:57,INR,Indian Rupee,100,160.00,160.15
2026-02-05 00:00:57,USD,U.S. Dollar,1,144.40,145.00
2026-02-05 00:00:57,EUR,European Euro,1,170.51,171.22
2026-02-05 00:00:57,GBP,UK Pound Sterling,1,197.91,198.73
2026-02-05 00:00:57,CHF,Swiss Franc,1,185.89,186.66
2026-02-05 00:00:57,AUD,Australian Dollar,1,101.28,101.70
2026-02-05 00:00:57,CAD,Canadian Dollar,1,105.61,106.05
2026-02-05 00:00:57,SGD,Singapore Dollar,1,113.50,113.98
2026-02-05 00:00:57,JPY,Japanese Yen,10,9.21,9.25
2026-02-05 00:00:57,CNY,Chinese Yuan,1,20.80,20.89
2026-02-05 00:00:57,SAR,Saudi Arabian Riyal,1,38.51,38.67
